"No.","Ticker","Company","Sector","Industry","Country","Market Cap","P/E","Price","Change","Volume"
1193,"CHIS","Global X MSCI China Consumer Staples ETF","Financial","Exchange Traded Fund","USA",,,29.75,1.19%,1797
1194,"CHIX","Global X MSCI China Financials ETF","Financial","Exchange Traded Fund","USA",,,15.00,0.00%,1471
1195,"CHKP","Check Point Software Technologies Ltd.","Technology","Software - Application","Israel",18105.92,22.78,128.09,-1.23%,445972
1196,"CHL","China Mobile Limited","Communication Services","Telecom Services","Hong Kong",153432.52,10.09,37.64,-0.66%,293174
1197,"CHMA","Chiasma, Inc.","Healthcare","Biotechnology","USA",291.35,,5.02,0.40%,95137
1198,"CHMG","Chemung Financial Corporation","Financial","Banks - Regional","USA",143.76,9.83,29.97,2.57%,964
1199,"CHMI","Cherry Hill Mortgage Investment Corporation","Real Estate","REIT - Mortgage","USA",169.32,,9.65,-1.63%,72303
1200,"CHN","The China Fund, Inc.","Financial","Closed-End Fund - Foreign","USA",270.21,23.34,25.85,0.23%,3192
1201,"CHNA","Loncar China BioPharma ETF","Financial","Exchange Traded Fund","USA",,,31.66,-0.70%,395
1202,"CHNG","Change Healthcare Inc.","Healthcare","Health Information Services","USA",3994.04,,13.03,-0.61%,2720972
1203,"CHNR","China Natural Resources, Inc.","Basic Materials","Other Industrial Metals & Mining","Hong Kong",31.16,,1.22,-1.22%,30000
1204,"CHPM","CHP Merger Corp.","Financial","Shell Companies","USA",301.50,,10.06,0.10%,91306
1205,"CHRA","Charah Solutions, Inc.","Industrials","Waste Management","USA",87.31,,2.99,3.46%,7435
1206,"CHRS","Coherus BioSciences, Inc.","Healthcare","Biotechnology","USA",1395.89,8.40,18.94,-0.73%,91319
1207,"CHRW","C.H. Robinson Worldwide, Inc.","Industrials","Integrated Freight & Logistics","USA",13080.66,28.25,96.55,-0.44%,194803
1208,"CHS","Chico's FAS, Inc.","Consumer Cyclical","Apparel Retail","USA",168.60,,1.34,0.38%,323197
1209,"CHSCL","CHS Inc.","Consumer Defensive","Farm Products","USA",,,28.30,-0.80%,6318
1210,"CHSCM","CHS Inc.","Consumer Defensive","Farm Products","USA",,,26.25,-0.59%,5423
1211,"CHSCN","CHS Inc.","Consumer Defensive","Farm Products","USA",,,27.05,-0.39%,11660
1212,"CHSCO","CHS Inc.","Consumer Defensive","Farm Products","USA",,,27.75,-0.37%,654
1213,"CHSCP","CHS Inc.","Consumer Defensive","Farm Products","USA",351.58,,28.67,-0.10%,5977
1214,"CHT","Chunghwa Telecom Co., Ltd.","Communication Services","Telecom Services","Taiwan",28826.00,25.82,37.13,0.27%,24125
1215,"CHTR","Charter Communications, Inc.","Communication Services","Entertainment","USA",125219.51,58.38,605.37,-1.17%,339855
1216,"CHU","China Unicom (Hong Kong) Limited","Communication Services","Telecom Services","Hong Kong",24367.31,14.26,7.93,-2.11%,146969
1217,"CHUY","Chuy's Holdings, Inc.","Consumer Cyclical","Restaurants","USA",385.29,,19.70,1.49%,55488
1218,"CHW","Calamos Global Dynamic Income Fund","Financial","Closed-End Fund - Equity","USA",487.24,,8.24,0.36%,39057
1219,"CHWY","Chewy, Inc.","Consumer Cyclical","Internet Retail","USA",23009.45,,57.14,0.14%,1038486
1220,"CHX","ChampionX Corporation","Energy","Oil & Gas Equipment & Services","USA",2134.06,,10.35,-1.52%,374901
1221,"CHY","Calamos Convertible and High Income Fund","Financial","Closed-End Fund - Debt","USA",905.37,,12.31,-0.42%,80501
1222,"CI","Cigna Corporation","Healthcare","Healthcare Plans","USA",65137.49,12.64,176.78,-0.51%,228816
1223,"CIA","Citizens, Inc.","Financial","Insurance - Life","USA",320.99,123.54,5.88,-0.84%,6837
1224,"CIB","Bancolombia S.A.","Financial","Banks - Regional","Colombia",6651.62,15.51,27.29,-0.07%,32311
1225,"CIBR","First Trust NASDAQ Cybersecurity ETF","Financial","Exchange Traded Fund","USA",,,35.52,-0.06%,108188
1226,"CID","VictoryShares International High Div Volatility Wtd ETF","Financial","Exchange Traded Fund","USA",,,27.12,0.19%,182
1227,"CIDM","Cinedigm Corp.","Communication Services","Entertainment","USA",106.71,,0.93,-2.11%,238290
1228,"CIEN","Ciena Corporation","Technology","Communication Equipment","USA",9160.52,29.00,56.93,-4.48%,1009663
1229,"CIF","MFS Intermediate High Income Fund","Financial","Closed-End Fund - Debt","USA",44.74,44.23,2.31,0.43%,23686
1230,"CIG","Companhia Energetica de Minas Gerais","Utilities","Utilities - Diversified","Brazil",2932.14,17.54,2.01,0.25%,1252584
1231,"CIGI","Colliers International Group Inc.","Real Estate","Real Estate Services","Canada",2472.47,35.53,62.56,-1.85%,12899
1232,"CIH","China Index Holdings Limited","Technology","Software - Application","China",148.48,4.20,1.81,0.56%,25221
1233,"CII","BlackRock Enhanced Capital and Income Fund, Inc.","Financial","Closed-End Fund - Equity","USA",694.47,4.27,15.77,0.19%,46458
1234,"CIIC","CIIG Merger Corp.","Financial","Shell Companies","USA",319.22,,9.96,0.00%,0
1235,"CIK","Credit Suisse Asset Management Income Fund, Inc.","Financial","Asset Management","USA",148.55,5.26,2.86,0.70%,415872
1236,"CIL","VictoryShares International Volatility Wtd ETF","Financial","Exchange Traded Fund","USA",,,37.61,0.00%,0
1237,"CIM","Chimera Investment Corporation","Real Estate","REIT - Mortgage","USA",2097.43,,8.92,-1.44%,1162922
1238,"CINF","Cincinnati Financial Corporation","Financial","Insurance - Property & Casualty","USA",12897.35,23.67,79.27,-0.31%,106377
1239,"CINR","Ciner Resources LP","Basic Materials","Chemicals","USA",196.78,6.61,9.69,0.21%,2804
1240,"CIO","City Office REIT, Inc.","Real Estate","REIT - Office","Canada",358.50,,8.32,0.60%,65164
1241,"CIR","CIRCOR International, Inc.","Industrials","Specialty Industrial Machinery","USA",592.06,,28.53,-1.55%,25589
1242,"CIT","CIT Group Inc.","Financial","Banks - Regional","USA",2031.52,,19.82,-1.83%,511468
1243,"CIVB","Civista Bancshares, Inc.","Financial","Banks - Regional","USA",229.24,7.67,13.75,-0.79%,3448
1244,"CIX","CompX International Inc.","Industrials","Security & Protection Services","USA",172.06,12.95,13.84,-1.14%,2034
1245,"CIZ","VictoryShares Developed Enhanced Volatility Wtd ETF","Financial","Exchange Traded Fund","USA",,,28.45,-0.14%,1297
1246,"CIZN","Citizens Holding Company","Financial","Banks - Regional","USA",123.26,20.16,22.15,0.27%,349
1247,"CJJD","China Jo-Jo Drugstores, Inc.","Healthcare","Pharmaceutical Retailers","China",43.67,,1.11,-3.07%,196444
1248,"CKH","Seacor Holdings Inc.","Energy","Oil & Gas Equipment & Services","USA",653.63,569.64,32.06,0.50%,35704
1249,"CKPT","Checkpoint Therapeutics, Inc.","Healthcare","Biotechnology","USA",136.38,,2.19,0.46%,68179
1250,"CKX","CKX Lands, Inc.","Energy","Oil & Gas E&P","USA",18.84,48.31,9.85,1.49%,501
1251,"CL","Colgate-Palmolive Company","Consumer Defensive","Household & Personal Products","USA",67467.03,26.43,78.83,-0.37%,591214
1252,"CLAR","Clarus Corporation","Consumer Cyclical","Leisure","USA",380.83,30.29,12.57,-0.95%,14249
1253,"CLB","Core Laboratories N.V.","Energy","Oil & Gas Equipment & Services","Netherlands",1076.70,,22.73,-1.73%,70323
1254,"CLBK","Columbia Financial, Inc.","Financial","Banks - Regional","USA",1285.36,24.77,11.09,-0.27%,15877
1255,"CLBS","Caladrius Biosciences, Inc.","Healthcare","Biotechnology","USA",37.22,,1.93,1.58%,348650
1256,"CLCT","Collectors Universe, Inc.","Industrials","Specialty Business Services","USA",420.44,37.95,46.23,0.50%,47966
1257,"CLDR","Cloudera, Inc.","Technology","Software - Application","USA",3591.39,,11.82,-0.42%,987516
1258,"CLDT","Chatham Lodging Trust","Real Estate","REIT - Hotel & Motel","USA",346.72,,7.03,-0.07%,186284
1259,"CLDX","Celldex Therapeutics, Inc.","Healthcare","Biotechnology","USA",454.95,,10.98,-1.17%,158633
1260,"CLEU","China Liberal Education Holdings Limited","Consumer Defensive","Education & Training Services","China",32.05,,5.58,10.28%,68376
1261,"CLF","Cleveland-Cliffs Inc.","Basic Materials","Steel","USA",2634.11,83.16,6.22,-1.58%,1772237
1262,"CLFD","Clearfield, Inc.","Technology","Communication Equipment","USA",254.36,39.74,17.84,-1.11%,6662
1263,"CLGN","CollPlant Biotechnologies Ltd.","Healthcare","Biotechnology","Israel",60.50,,9.07,-3.00%,1345
1264,"CLGX","CoreLogic, Inc.","Technology","Information Technology Services","USA",5314.16,32.99,66.49,-0.57%,142187
1265,"CLH","Clean Harbors, Inc.","Industrials","Waste Management","USA",3437.40,33.95,60.60,-1.05%,51018
1266,"CLI","Mack-Cali Realty Corporation","Real Estate","REIT - Office","USA",1192.25,,12.90,-1.23%,184539
1267,"CLIR","ClearSign Technologies Corporation","Industrials","Pollution & Treatment Controls","USA",63.78,,2.28,2.89%,26099
1268,"CLIX","ProShares Long Online/Short Stores ETF","Financial","Exchange Traded Fund","USA",,,91.75,0.14%,17367
1269,"CLLS","Cellectis S.A.","Healthcare","Biotechnology","France",795.22,,18.10,-1.28%,51735
1270,"CLM","Cornerstone Strategic Value Fund, Inc.","Financial","Asset Management","USA",819.29,4.02,10.93,0.37%,192763
1271,"CLMT","Calumet Specialty Products Partners, L.P.","Energy","Oil & Gas E&P","USA",195.90,,2.46,0.41%,33120
1272,"CLNC","Colony Credit Real Estate, Inc.","Real Estate","REIT - Diversified","USA",791.76,,6.15,-1.76%,193810
1273,"CLNE","Clean Energy Fuels Corp.","Energy","Oil & Gas Refining & Marketing","USA",567.99,18.72,2.77,-0.72%,445250
1274,"CLNY","Colony Capital, Inc.","Real Estate","REIT - Diversified","USA",1411.01,,2.78,-3.98%,5841551
1275,"CLOU","Global X Cloud Computing ETF Global X Cloud Computing ETF","Financial","Exchange Traded Fund","USA",,,22.63,0.67%,445600
1276,"CLPR","Clipper Realty Inc.","Real Estate","REIT - Diversified","USA",121.11,,6.65,0.15%,27283
1277,"CLPS","CLPS Incorporation","Technology","Information Technology Services","Hong Kong",44.02,108.53,3.94,6.78%,68838
1278,"CLPT","ClearPoint Neuro, Inc.","Healthcare","Medical Devices","USA",61.71,,3.72,-2.11%,20481
1279,"CLR","Continental Resources, Inc.","Energy","Oil & Gas E&P","USA",6610.15,,17.64,0.28%,447373
1280,"CLRB","Cellectar Biosciences, Inc.","Healthcare","Biotechnology","USA",31.95,,1.24,6.91%,595191
1281,"CLRG","IQ Chaikin U.S. Large Cap ETF","Financial","Exchange Traded Fund","USA",,,25.27,0.00%,0
1282,"CLRO","ClearOne, Inc.","Technology","Communication Equipment","USA",49.82,,2.93,0.25%,8658
1283,"CLS","Celestica Inc.","Technology","Electronic Components","Canada",1041.26,,7.81,-2.25%,35829
1284,"CLSD","Clearside Biomedical, Inc.","Healthcare","Biotechnology","USA",79.24,,1.68,-2.33%,57672
1285,"CLSK","CleanSpark, Inc.","Technology","Software - Infrastructure","USA",208.64,,11.97,-1.77%,745248
1286,"CLSN","Celsion Corporation","Healthcare","Biotechnology","USA",35.37,,1.06,2.91%,578315
1287,"CLTL","Invesco Treasury Collateral ETF","Financial","Exchange Traded Fund","USA",,,105.78,0.00%,5348
1288,"CLUB","Town Sports International Holdings, Inc.","Consumer Cyclical","Leisure","USA",20.95,,0.59,-7.17%,348848
1289,"CLVS","Clovis Oncology, Inc.","Healthcare","Biotechnology","USA",462.11,,4.94,-1.79%,1309279
1290,"CLW","Clearwater Paper Corporation","Basic Materials","Paper & Paper Products","USA",592.51,24.06,33.65,-2.94%,39430
1291,"CLWT","Euro Tech Holdings Company Limited","Industrials","Pollution & Treatment Controls","Hong Kong",8.22,,2.66,0.38%,163
1292,"CLX","The Clorox Company","Consumer Defensive","Household & Personal Products","USA",28406.68,30.37,220.54,-1.16%,726839
1293,"CLXT","Calyxt, Inc.","Consumer Defensive","Packaged Foods","USA",189.94,,4.98,0.00%,53231
1294,"CM","Canadian Imperial Bank of Commerce","Financial","Banks - Diversified","Canada",33250.19,10.85,75.01,0.11%,127100
1295,"CMA","Comerica Incorporated","Financial","Banks - Regional","USA",5662.17,9.68,40.07,-0.42%,248257
1296,"CMBM","Cambium Networks Corporation","Technology","Communication Equipment","USA",356.73,96.69,15.01,-1.15%,37697
1297,"CMBS","iShares CMBS ETF","Financial","Exchange Traded Fund","USA",,,55.13,-0.33%,5214
1298,"CMC","Commercial Metals Company","Basic Materials","Steel","USA",2610.68,8.63,21.02,-1.18%,187881
1299,"CMCL","Caledonia Mining Corporation Plc","Basic Materials","Gold","USA",219.34,9.30,18.25,-1.40%,31779
1300,"CMCM","Cheetah Mobile Inc.","Technology","Software - Application","China",304.54,1.38,2.12,0.00%,121303
1301,"CMCO","Columbus McKinnon Corporation","Industrials","Farm & Heavy Construction Machinery","USA",880.86,23.21,36.28,-1.89%,13678
1302,"CMCSA","Comcast Corporation","Communication Services","Entertainment","USA",201011.77,17.56,43.26,-1.23%,3055885
1303,"CMCT","CIM Commercial Trust Corporation","Real Estate","REIT - Office","USA",154.43,,10.37,0.39%,1608
1304,"CMD","Cantel Medical Corp.","Healthcare","Medical Instruments & Supplies","USA",2201.60,93.42,52.44,0.42%,53093
1305,"CMDY","iShares Bloomberg Roll Select Broad Commodity ETF","Financial","Exchange Traded Fund","USA",,,42.06,0.73%,1
1306,"CME","CME Group Inc.","Financial","Financial Data & Stock Exchanges","USA",62588.52,26.44,174.50,-0.41%,343937
1307,"CMF","iShares California Muni Bond ETF","Financial","Exchange Traded Fund","USA",,,62.68,-0.13%,12822
1308,"CMG","Chipotle Mexican Grill, Inc.","Consumer Cyclical","Restaurants","USA",34359.22,137.82,1257.00,1.23%,93951
1309,"CMI","Cummins Inc.","Industrials","Specialty Industrial Machinery","USA",31171.87,18.81,210.17,-0.45%,143260
1310,"CMLS","Cumulus Media Inc.","Communication Services","Broadcasting","USA",112.20,,5.24,-0.95%,24545
1311,"CMO","Capstead Mortgage Corporation","Real Estate","REIT - Mortgage","USA",619.51,,6.26,-1.50%,87531
1312,"CMP","Compass Minerals International, Inc.","Basic Materials","Other Industrial Metals & Mining","USA",1974.64,20.68,56.43,-1.21%,23266
1313,"CMPR","Cimpress plc","Communication Services","Advertising Agencies","Ireland",2544.36,,94.30,-1.82%,11777
1314,"CMRE","Costamare Inc.","Industrials","Marine Shipping","Monaco",623.07,,4.81,-4.28%,700276
1315,"CMRX","Chimerix, Inc.","Healthcare","Biotechnology","USA",184.07,,2.77,-3.32%,144995
1316,"CMS","CMS Energy Corporation","Utilities","Utilities - Regulated Electric","USA",17408.76,24.05,60.34,-0.82%,208002
1317,"CMT","Core Molding Technologies, Inc.","Basic Materials","Specialty Chemicals","USA",51.06,,5.58,0.54%,681
1318,"CMTL","Comtech Telecommunications Corp.","Technology","Communication Equipment","USA",429.08,34.55,16.75,-1.47%,25650
1319,"CMU","MFS High Yield Municipal Trust","Financial","Closed-End Fund - Debt","USA",122.08,,4.22,-2.09%,73206
1320,"CN","Xtrackers MSCI All China Equity ETF","Financial","Exchange Traded Fund","USA",,,41.56,0.82%,1010
1321,"CNA","CNA Financial Corporation","Financial","Insurance - Property & Casualty","USA",8913.62,18.90,32.78,0.52%,38617
1322,"CNBKA","Century Bancorp, Inc.","Financial","Banks - Regional","USA",261.51,13.09,71.40,0.75%,786
1323,"CNBS","Amplify Seymour Cannabis ETF","Financial","Exchange Traded Fund","USA",,,12.09,-0.26%,1464
1324,"CNC","Centene Corporation","Healthcare","Healthcare Plans","USA",34891.27,21.10,59.97,-0.51%,874022
1325,"CNCE","Concert Pharmaceuticals, Inc.","Healthcare","Biotechnology","USA",286.97,,9.59,4.47%,37177
1326,"CNCR","Loncar Cancer Immunotherapy ETF","Financial","Exchange Traded Fund","USA",,,26.50,0.88%,692
1327,"CNDT","Conduent Incorporated","Technology","Information Technology Services","USA",800.30,,3.70,-3.27%,942014
1328,"CNET","ChinaNet Online Holdings, Inc.","Communication Services","Advertising Agencies","China",25.32,,1.18,-1.37%,65329
1329,"CNF","CNFinance Holdings Limited","Financial","Mortgage Finance","China",232.06,5.24,3.30,-1.20%,2560
1330,"CNFR","Conifer Holdings, Inc.","Financial","Insurance - Property & Casualty","USA",28.53,,2.68,-9.46%,7302
1331,"CNHI","CNH Industrial N.V.","Industrials","Farm & Heavy Construction Machinery","United Kingdom",10608.40,10.22,7.73,-1.28%,712012
1332,"CNI","Canadian National Railway Company","Industrials","Railroads","Canada",74720.54,28.74,105.94,0.00%,219872
1333,"CNK","Cinemark Holdings, Inc.","Communication Services","Entertainment","USA",1610.15,,13.11,-3.92%,3800320
1334,"CNMD","CONMED Corporation","Healthcare","Medical Devices","USA",2396.32,,84.34,1.50%,64367
1335,"CNNE","Cannae Holdings, Inc.","Consumer Cyclical","Restaurants","USA",3456.44,2.37,37.24,0.20%,87167
1336,"CNO","CNO Financial Group, Inc.","Financial","Insurance - Life","USA",2356.36,6.51,16.42,-0.27%,344838
1337,"CNOB","ConnectOne Bancorp, Inc.","Financial","Banks - Regional","USA",601.53,8.75,15.15,0.26%,15708
1338,"CNP","CenterPoint Energy, Inc.","Utilities","Utilities - Regulated Gas","USA",11032.84,,20.00,-1.09%,1031234
1339,"CNQ","Canadian Natural Resources Limited","Energy","Oil & Gas E&P","Canada",24274.19,1186.47,20.18,0.05%,600269
1340,"CNR","Cornerstone Building Brands, Inc.","Industrials","Building Products & Equipment","USA",1058.25,,8.40,-1.18%,90957
1341,"CNRG","SPDR Kensho Clean Power ETF","Financial","Exchange Traded Fund","USA",,,66.30,0.42%,4052
1342,"CNS","Cohen & Steers, Inc.","Financial","Asset Management","USA",2977.91,25.41,61.73,-1.45%,23750
1343,"CNSL","Consolidated Communications Holdings, Inc.","Communication Services","Telecom Services","USA",590.96,25.15,7.88,-3.31%,218302
1344,"CNSP","CNS Pharmaceuticals, Inc.","Healthcare","Biotechnology","USA",35.58,,2.18,1.16%,310449
1345,"CNST","Constellation Pharmaceuticals, Inc.","Healthcare","Biotechnology","USA",1066.67,,21.92,-1.48%,79062
1346,"CNTG","Centogene N.V.","Healthcare","Diagnostics & Research","Germany",283.07,,12.10,-2.97%,19179
1347,"CNTY","Century Casinos, Inc.","Consumer Cyclical","Resorts & Casinos","USA",179.51,,5.93,-1.82%,106578
1348,"CNX","CNX Resources Corporation","Energy","Oil & Gas E&P","USA",2121.49,,11.44,0.13%,968519
1349,"CNXM","CNX Midstream Partners LP","Energy","Oil & Gas Midstream","USA",885.24,4.58,10.02,0.50%,111396
1350,"CNXN","PC Connection, Inc.","Technology","Electronics & Computer Distribution","USA",1173.32,17.08,43.89,-0.39%,4001
1351,"CNXT","VanEck Vectors ChinaAMC SME-ChiNext ETF","Financial","Exchange Traded Fund","USA",,,41.67,-0.16%,23103
1352,"CNYA","iShares MSCI China A ETF","Financial","Exchange Traded Fund","USA",,,37.49,0.46%,7097
1353,"CO","Global Cord Blood Corporation","Healthcare","Diagnostics & Research","Hong Kong",440.05,6.46,3.55,-1.93%,113922
1354,"COCP","Cocrystal Pharma, Inc.","Healthcare","Biotechnology","USA",81.87,,1.35,-1.82%,466921
1355,"CODA","Coda Octopus Group, Inc.","Industrials","Aerospace & Defense","USA",69.54,21.83,6.23,-1.27%,15430
1356,"CODI","Compass Diversified","Industrials","Conglomerates","USA",1110.46,,17.23,0.44%,48791
1357,"CODX","Co-Diagnostics, Inc.","Healthcare","Diagnostics & Research","USA",341.78,69.45,13.11,4.31%,1641973
1358,"COE","China Online Education Group","Consumer Defensive","Education & Training Services","China",485.10,220.59,23.00,2.22%,8985
1359,"COF","Capital One Financial Corporation","Financial","Credit Services","USA",30985.60,,66.71,-0.96%,592292
1360,"COG","Cabot Oil & Gas Corporation","Energy","Oil & Gas E&P","USA",7716.60,24.70,19.11,-2.05%,1354277
1361,"COHN","Cohen & Company Inc.","Financial","Capital Markets","USA",19.98,,16.10,-0.06%,110710
1362,"COHR","Coherent, Inc.","Technology","Scientific & Technical Instruments","USA",2760.05,,109.77,-1.01%,31920
1363,"COHU","Cohu, Inc.","Technology","Semiconductor Equipment & Materials","USA",767.20,,17.50,-0.14%,21113
1364,"COKE","Coca-Cola Consolidated, Inc.","Consumer Defensive","Beverages - Non-Alcoholic","USA",2630.32,40.85,273.22,-1.53%,5780
1365,"COLB","Columbia Banking System, Inc.","Financial","Banks - Regional","USA",2104.74,14.15,29.10,-0.34%,27971
1366,"COLD","Americold Realty Trust","Real Estate","REIT - Industrial","USA",7776.62,74.07,38.35,0.34%,144668
1367,"COLL","Collegium Pharmaceutical, Inc.","Healthcare","Drug Manufacturers - Specialty & Generic","USA",643.63,,18.22,-0.41%,42921
1368,"COLM","Columbia Sportswear Company","Consumer Cyclical","Apparel Manufacturing","USA",5575.73,31.27,84.01,-1.13%,77613
1369,"COM","Direxion Auspice Broad Commodity Strategy ETF","Financial","Exchange Traded Fund","USA",,,22.73,0.46%,178
1370,"COMB","GraniteShares Bloomberg Commodity Broad Strategy No K-1 ETF","Financial","Exchange Traded Fund","USA",,,21.57,0.70%,1433
1371,"COMM","CommScope Holding Company, Inc.","Technology","Communication Equipment","USA",2092.31,,10.40,-0.14%,601280
1372,"COMT","iShares Commodities Select Strategy ETF","Financial","Exchange Traded Fund","USA",,,25.93,0.93%,3155
1373,"CONE","CyrusOne Inc.","Real Estate","REIT - Specialty","USA",9361.29,482.53,79.91,-0.24%,183287
1374,"CONN","Conn's, Inc.","Consumer Cyclical","Specialty Retail","USA",362.09,,12.54,-2.34%,113190
1375,"COO","The Cooper Companies, Inc.","Healthcare","Medical Instruments & Supplies","USA",15977.08,44.70,304.04,0.71%,97934
1376,"COOP","Mr. Cooper Group Inc.","Financial","Mortgage Finance","USA",1706.90,3.97,18.11,-2.08%,265593
1377,"COP","ConocoPhillips","Energy","Oil & Gas E&P","USA",42357.03,19.07,38.54,-0.84%,1433110
1378,"COPX","Global X Copper Miners ETF","Financial","Exchange Traded Fund","USA",,,20.88,-1.60%,19218
1379,"COR","CoreSite Realty Corporation","Real Estate","REIT - Office","USA",5161.55,60.96,121.01,0.51%,49271
1380,"CORE","Core-Mark Holding Company, Inc.","Consumer Defensive","Food Distribution","USA",1519.81,25.61,33.69,0.42%,31805
1381,"CORN","Teucrium Corn Fund","Financial","Exchange Traded Fund","USA",,,12.53,1.95%,179909
1382,"CORP","PIMCO Investment Grade Corporate Bond Index ETF","Financial","Exchange Traded Fund","USA",,,115.40,-0.52%,16902
1383,"CORR","CorEnergy Infrastructure Trust, Inc.","Real Estate","REIT - Diversified","USA",132.02,,9.38,-0.32%,59504
1384,"CORT","Corcept Therapeutics Incorporated","Healthcare","Biotechnology","USA",1566.42,13.71,12.89,1.02%,139576
1385,"COST","Costco Wholesale Corporation","Consumer Defensive","Discount Stores","USA",150291.90,40.67,342.09,-0.59%,375579
1386,"COTY","Coty Inc.","Consumer Defensive","Household & Personal Products","USA",3052.83,,3.89,-2.38%,3270617
1387,"COUP","Coupa Software Incorporated","Technology","Software - Application","USA",20266.45,,299.23,0.62%,221039
1388,"COW","iPath Series B Bloomberg Livestock Subindex Total Return ETN","Financial","Exchange Traded Fund","USA",,,32.68,0.40%,3782
1389,"COWN","Cowen Inc.","Financial","Capital Markets","USA",596.63,4.95,17.50,-1.71%,67639
1390,"COWZ","Pacer US Cash Cows 100 ETF","Financial","Exchange Traded Fund","USA",,,28.82,-0.70%,4700
1391,"CP","Canadian Pacific Railway Limited","Industrials","Railroads","Canada",40406.75,23.93,298.01,-0.04%,78929
1392,"CPA","Copa Holdings, S.A.","Industrials","Airlines","Panama",2222.68,,51.82,-0.73%,164981
1393,"CPAA","Conyers Park II Acquisition Corp.","Financial","Shell Companies","USA",589.91,178.50,10.83,1.12%,173
1394,"CPAC","Cementos Pacasmayo S.A.A.","Basic Materials","Building Materials","Peru",713.68,70.18,8.00,0.00%,0
1395,"CPAH","CounterPath Corporation","Technology","Software - Application","Canada",24.24,,3.73,0.81%,55833
1396,"CPB","Campbell Soup Company","Consumer Defensive","Packaged Foods","USA",15878.66,37.26,52.92,0.44%,383150
1397,"CPE","Callon Petroleum Company","Energy","Oil & Gas E&P","USA",291.40,,7.04,1.73%,1401025
1398,"CPER","United States Copper Index Fund, LP","Financial","Exchange Traded Fund","USA",,,18.30,0.21%,6368
1399,"CPF","Central Pacific Financial Corp.","Financial","Banks - Regional","USA",463.86,9.19,16.07,-1.47%,39983
1400,"CPG","Crescent Point Energy Corp.","Energy","Oil & Gas E&P","Canada",979.21,,1.89,2.16%,1145877
1401,"CPHC","Canterbury Park Holding Corporation","Consumer Cyclical","Gambling","USA",57.50,73.10,12.25,-2.00%,346
1402,"CPHI","China Pharma Holdings, Inc.","Healthcare","Drug Manufacturers - Specialty & Generic","China",19.47,,0.41,-3.04%,99977
1403,"CPI","IQ Real Return ETF","Financial","Exchange Traded Fund","USA",,,27.30,0.07%,257
1404,"CPIX","Cumberland Pharmaceuticals Inc.","Healthcare","Drug Manufacturers - Specialty & Generic","USA",49.68,,3.25,-0.31%,5977
1405,"CPLG","CorePoint Lodging Inc.","Real Estate","REIT - Hotel & Motel","USA",346.00,,5.74,1.41%,102064
1406,"CPLP","Capital Product Partners L.P.","Industrials","Marine Shipping","Greece",113.44,,5.92,-1.00%,32321
1407,"CPRI","Capri Holdings Limited","Consumer Cyclical","Apparel Manufacturing","United Kingdom",2500.90,,16.11,-1.47%,971698
1408,"CPRT","Copart, Inc.","Industrials","Specialty Business Services","USA",23602.29,34.96,101.02,0.19%,159489
1409,"CPRX","Catalyst Pharmaceuticals, Inc.","Healthcare","Biotechnology","USA",349.60,8.54,3.28,-1.84%,621660
1410,"CPS","Cooper-Standard Holdings Inc.","Consumer Cyclical","Auto Parts","USA",284.84,,17.09,3.17%,63491
1411,"CPSH","CPS Technologies Corporation","Technology","Electronic Components","USA",22.81,29.30,1.65,-1.20%,20793
1412,"CPSI","Computer Programs and Systems, Inc.","Healthcare","Health Information Services","USA",417.02,19.51,28.20,-1.95%,13576
1413,"CPSS","Consumer Portfolio Services, Inc.","Financial","Credit Services","USA",69.91,4.66,3.29,7.87%,5939
1414,"CPST","Capstone Turbine Corporation","Industrials","Specialty Industrial Machinery","USA",58.77,,4.91,-3.93%,68471
1415,"CPT","Camden Property Trust","Real Estate","REIT - Residential","USA",8596.48,44.53,87.94,-0.25%,219360
1416,"CPTA","Capitala Finance Corp.","Financial","Asset Management","USA",178.77,,10.66,-3.00%,19552
1417,"CQP","Cheniere Energy Partners, L.P.","Energy","Oil & Gas Midstream","USA",18294.83,14.24,38.28,0.35%,78525
1418,"CQQQ","Invesco China Technology ETF","Financial","Exchange Traded Fund","USA",,,71.71,0.08%,79408
1419,"CR","Crane Co.","Industrials","Specialty Industrial Machinery","USA",3447.35,96.19,57.96,-0.74%,34983
1420,"CRAI","CRA International, Inc.","Industrials","Consulting Services","USA",362.99,16.50,46.01,-2.15%,2930
1421,"CRAK","VanEck Vectors Oil Refiners ETF","Financial","Exchange Traded Fund","USA",,,22.03,-0.45%,2416
1422,"CRBN","iShares MSCI ACWI Low Carbon Target ETF","Financial","Exchange Traded Fund","USA",,,133.44,0.04%,1145
1423,"CRBP","Corbus Pharmaceuticals Holdings, Inc.","Healthcare","Biotechnology","USA",661.34,,8.09,2.67%,676406
1424,"CRD-A","Crawford & Company","Financial","Insurance Brokers","USA",230.74,,7.43,-1.33%,12972
1425,"CRD-B","Crawford & Company","Financial","Insurance Brokers","USA",409.43,,7.48,-0.27%,3913
1426,"CRDF","Cardiff Oncology, Inc.","Healthcare","Biotechnology","USA",161.39,,7.44,-3.38%,322252
1427,"CREE","Cree, Inc.","Technology","Semiconductors","USA",6892.81,,62.29,0.58%,482879
1428,"CREG","China Recycling Energy Corporation","Industrials","Waste Management","China",6.37,,2.40,1.69%,34310
